DATE,TICKER,rate,CPct_Chg
1969-09-09,DTB3,7.16,0.0002841269841269841
1969-09-10,DTB3,7.12,0.00028253968253968254
1969-09-11,DTB3,7.09,0.00028134920634920635
1969-09-12,DTB3,7.1,0.00028174603174603173
1969-09-15,DTB3,7.1,0.00028174603174603173
1969-09-16,DTB3,7.13,0.0002829365079365079
1969-09-17,DTB3,7.13,0.0002829365079365079
1969-09-18,DTB3,7.14,0.0002833333333333333
1969-09-19,DTB3,7.16,0.0002841269841269841
1969-09-22,DTB3,7.14,0.0002833333333333333
1969-09-23,DTB3,7.1,0.00028174603174603173
1969-09-24,DTB3,7.1,0.00028174603174603173
1969-09-25,DTB3,7.09,0.00028134920634920635
1969-09-26,DTB3,7.06,0.00028015873015873016
1969-09-29,DTB3,6.91,0.0002742063492063492
1969-09-30,DTB3,7.14,0.0002833333333333333
1969-10-01,DTB3,7.17,0.00028452380952380954
1969-10-02,DTB3,7.08,0.00028095238095238097
1969-10-03,DTB3,7.0,0.0002777777777777778
1969-10-06,DTB3,6.94,0.0002753968253968254
1969-10-07,DTB3,6.99,0.0002773809523809524
1969-10-08,DTB3,7.0,0.0002777777777777778
1969-10-09,DTB3,7.03,0.00027896825396825397
1969-10-10,DTB3,6.98,0.00027698412698412697
1969-10-13,DTB3,,
1969-10-14,DTB3,7.04,0.0002793650793650794
1969-10-15,DTB3,7.04,0.0002793650793650794
1969-10-16,DTB3,7.02,0.0002785714285714286
1969-10-17,DTB3,6.97,0.0002765873015873016
1969-10-20,DTB3,6.91,0.0002742063492063492
1969-10-21,DTB3,6.9,0.0002738095238095238
1969-10-22,DTB3,6.91,0.0002742063492063492
1969-10-23,DTB3,6.98,0.00027698412698412697
1969-10-24,DTB3,7.0,0.0002777777777777778
1969-10-27,DTB3,6.99,0.0002773809523809524
1969-10-28,DTB3,7.0,0.0002777777777777778
1969-10-29,DTB3,7.01,0.00027817460317460316
1969-10-30,DTB3,7.02,0.0002785714285714286
1969-10-31,DTB3,6.99,0.0002773809523809524
1969-11-03,DTB3,6.97,0.0002765873015873016
1969-11-04,DTB3,,
1969-11-05,DTB3,7.07,0.00028055555555555554
1969-11-06,DTB3,7.12,0.00028253968253968254
1969-11-07,DTB3,7.13,0.0002829365079365079
1969-11-10,DTB3,7.12,0.00028253968253968254
1969-11-11,DTB3,,
1969-11-12,DTB3,7.17,0.00028452380952380954
1969-11-13,DTB3,7.2,0.00028571428571428574
1969-11-14,DTB3,7.09,0.00028134920634920635
1969-11-17,DTB3,7.07,0.00028055555555555554
1969-11-18,DTB3,7.2,0.00028571428571428574
1969-11-19,DTB3,7.23,0.0002869047619047619
1969-11-20,DTB3,7.35,0.00029166666666666664
1969-11-21,DTB3,7.38,0.0002928571428571429
1969-11-24,DTB3,7.42,0.00029444444444444445
1969-11-25,DTB3,7.52,0.00029841269841269835
1969-11-26,DTB3,7.55,0.0002996031746031746
1969-11-27,DTB3,,
1969-11-28,DTB3,7.51,0.000298015873015873
1969-12-01,DTB3,7.5,0.0002976190476190476
1969-12-02,DTB3,7.55,0.0002996031746031746
1969-12-03,DTB3,7.62,0.0003023809523809524
1969-12-04,DTB3,7.64,0.00030317460317460317
1969-12-05,DTB3,7.67,0.00030436507936507936
1969-12-08,DTB3,7.68,0.00030476190476190474
1969-12-09,DTB3,7.84,0.0003111111111111111
1969-12-10,DTB3,7.91,0.0003138888888888889
1969-12-11,DTB3,7.85,0.0003115079365079365
1969-12-12,DTB3,7.81,0.00030992063492063494
1969-12-15,DTB3,7.92,0.00031428571428571427
1969-12-16,DTB3,7.91,0.0003138888888888889
1969-12-17,DTB3,7.92,0.00031428571428571427
1969-12-18,DTB3,7.88,0.0003126984126984127
1969-12-19,DTB3,7.79,0.0003091269841269841
1969-12-22,DTB3,7.82,0.0003103174603174603
1969-12-23,DTB3,7.82,0.0003103174603174603
1969-12-24,DTB3,7.85,0.0003115079365079365
1969-12-25,DTB3,,
1969-12-26,DTB3,7.86,0.00031190476190476194
1969-12-29,DTB3,8.08,0.0003206349206349206
1969-12-30,DTB3,8.05,0.00031944444444444446
1969-12-31,DTB3,8.01,0.0003178571428571429
1970-01-01,DTB3,,
1970-01-02,DTB3,7.92,0.00031428571428571427
1970-01-05,DTB3,7.91,0.0003138888888888889
1970-01-06,DTB3,7.93,0.00031468253968253964
1970-01-07,DTB3,7.9,0.0003134920634920635
1970-01-08,DTB3,7.91,0.0003138888888888889
1970-01-09,DTB3,7.89,0.0003130952380952381
1970-01-12,DTB3,7.8,0.0003095238095238095
1970-01-13,DTB3,7.82,0.0003103174603174603
1970-01-14,DTB3,7.87,0.0003123015873015873
1970-01-15,DTB3,7.84,0.0003111111111111111
1970-01-16,DTB3,7.8,0.0003095238095238095
1970-01-19,DTB3,7.79,0.0003091269841269841
1970-01-20,DTB3,7.82,0.0003103174603174603
1970-01-21,DTB3,7.83,0.0003107142857142857
1970-01-22,DTB3,7.87,0.0003123015873015873
1970-01-23,DTB3,7.86,0.00031190476190476194
1970-01-26,DTB3,7.88,0.0003126984126984127
1970-01-27,DTB3,7.91,0.0003138888888888889
1970-01-28,DTB3,7.91,0.0003138888888888889
1970-01-29,DTB3,7.91,0.0003138888888888889
1970-01-30,DTB3,7.86,0.00031190476190476194
1970-02-02,DTB3,7.72,0.0003063492063492063
1970-02-03,DTB3,7.7,0.00030555555555555555
1970-02-04,DTB3,7.66,0.000303968253968254
1970-02-05,DTB3,7.56,0.00030000000000000003
1970-02-06,DTB3,7.42,0.00029444444444444445
1970-02-09,DTB3,7.3,0.0002896825396825397
1970-02-10,DTB3,7.28,0.00028888888888888893
1970-02-11,DTB3,7.25,0.0002876984126984127
1970-02-12,DTB3,,
1970-02-13,DTB3,6.95,0.00027579365079365083
1970-02-16,DTB3,6.83,0.000271031746031746
1970-02-17,DTB3,6.77,0.00026865079365079363
1970-02-18,DTB3,6.77,0.00026865079365079363
1970-02-19,DTB3,6.79,0.00026944444444444444
1970-02-20,DTB3,6.8,0.0002698412698412699
1970-02-23,DTB3,,
1970-02-24,DTB3,6.88,0.000273015873015873
1970-02-25,DTB3,6.89,0.00027341269841269845
1970-02-26,DTB3,6.88,0.000273015873015873
1970-02-27,DTB3,6.85,0.00027182539682539677
1970-03-02,DTB3,6.87,0.00027261904761904763
1970-03-03,DTB3,6.92,0.0002746031746031746
1970-03-04,DTB3,6.93,0.000275
1970-03-05,DTB3,6.88,0.000273015873015873
1970-03-06,DTB3,6.85,0.00027182539682539677
1970-03-09,DTB3,6.86,0.00027222222222222226
1970-03-10,DTB3,6.71,0.00026626984126984125
1970-03-11,DTB3,6.72,0.0002666666666666666
1970-03-12,DTB3,6.75,0.00026785714285714287
1970-03-13,DTB3,6.77,0.00026865079365079363
1970-03-16,DTB3,6.82,0.00027063492063492063
1970-03-17,DTB3,6.81,0.0002702380952380952
1970-03-18,DTB3,6.75,0.00026785714285714287
1970-03-19,DTB3,6.65,0.0002638888888888889
1970-03-20,DTB3,6.52,0.0002587301587301587
1970-03-23,DTB3,6.15,0.00024404761904761908
1970-03-24,DTB3,6.08,0.00024126984126984126
1970-03-25,DTB3,6.15,0.00024404761904761908
1970-03-26,DTB3,6.26,0.00024841269841269844
1970-03-27,DTB3,,
1970-03-30,DTB3,6.32,0.0002507936507936508
1970-03-31,DTB3,6.38,0.00025317460317460315
1970-04-01,DTB3,6.34,0.0002515873015873016
1970-04-02,DTB3,6.35,0.000251984126984127
1970-04-03,DTB3,6.36,0.0002523809523809524
1970-04-06,DTB3,6.39,0.0002535714285714286
1970-04-07,DTB3,6.44,0.00025555555555555553
1970-04-08,DTB3,6.43,0.00025515873015873015
1970-04-09,DTB3,6.38,0.00025317460317460315
1970-04-10,DTB3,6.36,0.0002523809523809524
1970-04-13,DTB3,6.34,0.0002515873015873016
1970-04-14,DTB3,6.32,0.0002507936507936508
1970-04-15,DTB3,6.38,0.00025317460317460315
1970-04-16,DTB3,6.4,0.00025396825396825396
1970-04-17,DTB3,6.4,0.00025396825396825396
1970-04-20,DTB3,6.48,0.0002571428571428572
1970-04-21,DTB3,6.54,0.00025952380952380953
1970-04-22,DTB3,6.74,0.0002674603174603175
1970-04-23,DTB3,6.58,0.0002611111111111111
1970-04-24,DTB3,6.6,0.0002619047619047619
1970-04-27,DTB3,6.65,0.0002638888888888889
1970-04-28,DTB3,6.96,0.00027619047619047615
1970-04-29,DTB3,6.91,0.0002742063492063492
1970-04-30,DTB3,6.93,0.000275
1970-05-01,DTB3,6.84,0.00027142857142857144
1970-05-04,DTB3,6.91,0.0002742063492063492
1970-05-05,DTB3,7.09,0.00028134920634920635
1970-05-06,DTB3,6.91,0.0002742063492063492
1970-05-07,DTB3,6.64,0.0002634920634920635
1970-05-08,DTB3,6.56,0.0002603174603174603
1970-05-11,DTB3,6.74,0.0002674603174603175
1970-05-12,DTB3,6.92,0.0002746031746031746
1970-05-13,DTB3,6.82,0.00027063492063492063
1970-05-14,DTB3,6.76,0.00026825396825396825
1970-05-15,DTB3,6.76,0.00026825396825396825
1970-05-18,DTB3,6.68,0.00026507936507936506
1970-05-19,DTB3,6.72,0.0002666666666666666
1970-05-20,DTB3,6.67,0.0002646825396825397
1970-05-21,DTB3,6.71,0.00026626984126984125
1970-05-22,DTB3,6.86,0.00027222222222222226
1970-05-25,DTB3,7.01,0.00027817460317460316
1970-05-26,DTB3,7.08,0.00028095238095238097
1970-05-27,DTB3,7.04,0.0002793650793650794
1970-05-28,DTB3,6.95,0.00027579365079365083
1970-05-29,DTB3,6.93,0.000275
1970-06-01,DTB3,6.85,0.00027182539682539677
1970-06-02,DTB3,6.82,0.00027063492063492063
1970-06-03,DTB3,6.81,0.0002702380952380952
1970-06-04,DTB3,6.81,0.0002702380952380952
1970-06-05,DTB3,6.8,0.0002698412698412699
1970-06-08,DTB3,6.75,0.00026785714285714287
1970-06-09,DTB3,6.77,0.00026865079365079363
1970-06-10,DTB3,6.76,0.00026825396825396825
1970-06-11,DTB3,6.74,0.0002674603174603175
1970-06-12,DTB3,6.79,0.00026944444444444444
1970-06-15,DTB3,6.71,0.00026626984126984125
1970-06-16,DTB3,6.71,0.00026626984126984125
1970-06-17,DTB3,6.72,0.0002666666666666666
1970-06-18,DTB3,6.73,0.00026706349206349206
1970-06-19,DTB3,6.7,0.00026587301587301587
1970-06-22,DTB3,6.54,0.00025952380952380953
1970-06-23,DTB3,6.6,0.0002619047619047619
1970-06-24,DTB3,6.62,0.0002626984126984127
1970-06-25,DTB3,6.41,0.0002543650793650794
1970-06-26,DTB3,6.38,0.00025317460317460315
1970-06-29,DTB3,6.37,0.0002527777777777778
1970-06-30,DTB3,6.49,0.00025753968253968253
1970-07-01,DTB3,6.48,0.0002571428571428572
1970-07-02,DTB3,6.48,0.0002571428571428572
1970-07-03,DTB3,,
1970-07-06,DTB3,6.58,0.0002611111111111111
1970-07-07,DTB3,6.71,0.00026626984126984125
1970-07-08,DTB3,6.67,0.0002646825396825397
1970-07-09,DTB3,6.61,0.00026230158730158735
1970-07-10,DTB3,6.52,0.0002587301587301587
1970-07-13,DTB3,6.5,0.00025793650793650796
1970-07-14,DTB3,6.51,0.0002583333333333333
1970-07-15,DTB3,6.49,0.00025753968253968253
1970-07-16,DTB3,6.38,0.00025317460317460315
1970-07-17,DTB3,6.4,0.00025396825396825396
1970-07-20,DTB3,6.37,0.0002527777777777778
1970-07-21,DTB3,6.38,0.00025317460317460315
1970-07-22,DTB3,6.35,0.000251984126984127
1970-07-23,DTB3,6.28,0.00024920634920634925
1970-07-24,DTB3,6.32,0.0002507936507936508
1970-07-27,DTB3,6.34,0.0002515873015873016
1970-07-28,DTB3,6.38,0.00025317460317460315
1970-07-29,DTB3,6.38,0.00025317460317460315
1970-07-30,DTB3,6.39,0.0002535714285714286
1970-07-31,DTB3,6.38,0.00025317460317460315
1970-08-03,DTB3,6.4,0.00025396825396825396
1970-08-04,DTB3,6.46,0.0002563492063492064
1970-08-05,DTB3,6.5,0.00025793650793650796
1970-08-06,DTB3,6.49,0.00025753968253968253
1970-08-07,DTB3,6.47,0.0002567460317460317
1970-08-10,DTB3,6.48,0.0002571428571428572
1970-08-11,DTB3,6.54,0.00025952380952380953
1970-08-12,DTB3,6.55,0.0002599206349206349
1970-08-13,DTB3,6.53,0.0002591269841269841
1970-08-14,DTB3,6.54,0.00025952380952380953
1970-08-17,DTB3,6.53,0.0002591269841269841
1970-08-18,DTB3,6.47,0.0002567460317460317
1970-08-19,DTB3,6.41,0.0002543650793650794
1970-08-20,DTB3,6.38,0.00025317460317460315
1970-08-21,DTB3,6.29,0.00024960317460317457
1970-08-24,DTB3,6.23,0.00024722222222222224
1970-08-25,DTB3,6.23,0.00024722222222222224
1970-08-26,DTB3,6.25,0.000248015873015873
1970-08-27,DTB3,6.27,0.00024880952380952376
1970-08-28,DTB3,6.28,0.00024920634920634925
1970-08-31,DTB3,6.33,0.0002511904761904762
1970-09-01,DTB3,6.39,0.0002535714285714286
1970-09-02,DTB3,6.4,0.00025396825396825396
1970-09-03,DTB3,6.39,0.0002535714285714286
1970-09-04,DTB3,6.32,0.0002507936507936508
1970-09-07,DTB3,,
1970-09-08,DTB3,6.38,0.00025317460317460315
1970-09-09,DTB3,6.4,0.00025396825396825396
1970-09-10,DTB3,6.41,0.0002543650793650794
1970-09-11,DTB3,6.39,0.0002535714285714286
1970-09-14,DTB3,6.33,0.0002511904761904762
1970-09-15,DTB3,6.32,0.0002507936507936508
1970-09-16,DTB3,6.2,0.00024603174603174605
1970-09-17,DTB3,6.15,0.00024404761904761908
1970-09-18,DTB3,6.08,0.00024126984126984126
1970-09-21,DTB3,5.96,0.0002365079365079365
1970-09-22,DTB3,5.74,0.00022777777777777778
1970-09-23,DTB3,5.71,0.0002265873015873016
1970-09-24,DTB3,5.76,0.00022857142857142857
1970-09-25,DTB3,5.82,0.00023095238095238095
1970-09-28,DTB3,5.81,0.00023055555555555554
1970-09-29,DTB3,5.82,0.00023095238095238095
1970-09-30,DTB3,5.84,0.00023174603174603176
1970-10-01,DTB3,5.86,0.00023253968253968257
1970-10-02,DTB3,5.86,0.00023253968253968257
1970-10-05,DTB3,5.9,0.00023412698412698414
1970-10-06,DTB3,6.05,0.00024007936507936507
1970-10-07,DTB3,6.06,0.00024047619047619045
1970-10-08,DTB3,6.07,0.00024087301587301588
1970-10-09,DTB3,6.05,0.00024007936507936507
1970-10-12,DTB3,,
1970-10-13,DTB3,6.01,0.0002384920634920635
1970-10-14,DTB3,5.96,0.0002365079365079365
1970-10-15,DTB3,5.91,0.00023452380952380952
1970-10-16,DTB3,5.93,0.0002353174603174603
1970-10-19,DTB3,5.94,0.0002357142857142857
1970-10-20,DTB3,5.86,0.00023253968253968257
1970-10-21,DTB3,5.82,0.00023095238095238095
1970-10-22,DTB3,5.78,0.00022936507936507938
1970-10-23,DTB3,5.76,0.00022857142857142857
1970-10-26,DTB3,5.8,0.00023015873015873014
1970-10-27,DTB3,5.85,0.00023214285714285714
1970-10-28,DTB3,5.88,0.00023333333333333333
1970-10-29,DTB3,5.85,0.00023214285714285714
1970-10-30,DTB3,5.84,0.00023174603174603176
1970-11-02,DTB3,5.69,0.0002257936507936508
1970-11-03,DTB3,,
1970-11-04,DTB3,5.56,0.0002206349206349206
1970-11-05,DTB3,5.49,0.00021785714285714287
1970-11-06,DTB3,5.5,0.00021825396825396825
1970-11-09,DTB3,5.49,0.00021785714285714287
1970-11-10,DTB3,5.48,0.00021746031746031747
1970-11-11,DTB3,,
1970-11-12,DTB3,5.49,0.00021785714285714287
1970-11-13,DTB3,5.44,0.0002158730158730159
1970-11-16,DTB3,5.3,0.00021031746031746032
1970-11-17,DTB3,5.22,0.00020714285714285713
1970-11-18,DTB3,5.24,0.00020793650793650794
1970-11-19,DTB3,5.17,0.00020515873015873015
1970-11-20,DTB3,5.02,0.0001992063492063492
1970-11-23,DTB3,4.8,0.00019047619047619048
1970-11-24,DTB3,4.93,0.00019563492063492062
1970-11-25,DTB3,5.06,0.0002007936507936508
1970-11-26,DTB3,,
1970-11-27,DTB3,5.16,0.00020476190476190477
1970-11-30,DTB3,5.04,0.0002
1970-12-01,DTB3,4.98,0.00019761904761904763
1970-12-02,DTB3,4.97,0.0001972222222222222
1970-12-03,DTB3,4.94,0.00019603174603174606
1970-12-04,DTB3,4.91,0.00019484126984126987
1970-12-07,DTB3,4.92,0.00019523809523809525
1970-12-08,DTB3,4.96,0.00019682539682539682
1970-12-09,DTB3,4.96,0.00019682539682539682
1970-12-10,DTB3,4.9,0.00019444444444444446
1970-12-11,DTB3,4.86,0.00019285714285714286
1970-12-14,DTB3,4.8,0.00019047619047619048
1970-12-15,DTB3,4.78,0.0001896825396825397
1970-12-16,DTB3,4.76,0.00018888888888888888
1970-12-17,DTB3,4.74,0.00018809523809523813
1970-12-18,DTB3,4.75,0.0001884920634920635
1970-12-21,DTB3,4.8,0.00019047619047619048
1970-12-22,DTB3,4.81,0.00019087301587301586
1970-12-23,DTB3,4.86,0.00019285714285714286
1970-12-24,DTB3,4.83,0.00019166666666666667
1970-12-25,DTB3,,
1970-12-28,DTB3,4.84,0.00019206349206349205
1970-12-29,DTB3,4.93,0.00019563492063492062
1970-12-30,DTB3,4.89,0.00019404761904761905
1970-12-31,DTB3,4.85,0.00019246031746031743
1971-01-01,DTB3,,
1971-01-04,DTB3,4.89,0.00019404761904761905
1971-01-05,DTB3,4.89,0.00019404761904761905
1971-01-06,DTB3,4.84,0.00019206349206349205
1971-01-07,DTB3,4.81,0.00019087301587301586
1971-01-08,DTB3,4.75,0.0001884920634920635
1971-01-11,DTB3,4.66,0.00018492063492063493
1971-01-12,DTB3,4.63,0.00018373015873015874
1971-01-13,DTB3,4.56,0.00018095238095238093
1971-01-14,DTB3,4.38,0.0001738095238095238
1971-01-15,DTB3,4.32,0.00017142857142857143
1971-01-18,DTB3,4.26,0.00016904761904761904
1971-01-19,DTB3,4.25,0.00016865079365079366
1971-01-20,DTB3,4.18,0.00016587301587301585
1971-01-21,DTB3,4.12,0.0001634920634920635
1971-01-22,DTB3,4.18,0.00016587301587301585
1971-01-25,DTB3,4.18,0.00016587301587301585
1971-01-26,DTB3,4.25,0.00016865079365079366
1971-01-27,DTB3,4.22,0.00016746031746031745
1971-01-28,DTB3,4.18,0.00016587301587301585
1971-01-29,DTB3,4.15,0.00016468253968253969
1971-02-01,DTB3,4.12,0.0001634920634920635
1971-02-02,DTB3,4.1,0.00016269841269841268
1971-02-03,DTB3,4.09,0.0001623015873015873
1971-02-04,DTB3,4.03,0.00015992063492063492
1971-02-05,DTB3,3.96,0.00015714285714285713
1971-02-08,DTB3,3.82,0.00015158730158730158
1971-02-09,DTB3,3.64,0.00014444444444444446
1971-02-10,DTB3,3.7,0.00014682539682539685
1971-02-11,DTB3,3.64,0.00014444444444444446
1971-02-12,DTB3,,
1971-02-15,DTB3,,
1971-02-16,DTB3,3.63,0.00014404761904761903
1971-02-17,DTB3,3.6,0.00014285714285714287
1971-02-18,DTB3,3.52,0.0001396825396825397
1971-02-19,DTB3,3.49,0.00013849206349206348
1971-02-22,DTB3,3.48,0.00013809523809523808
1971-02-23,DTB3,3.48,0.00013809523809523808
1971-02-24,DTB3,3.41,0.00013531746031746032
1971-02-25,DTB3,3.4,0.00013492063492063494
1971-02-26,DTB3,3.4,0.00013492063492063494
1971-03-01,DTB3,3.36,0.0001333333333333333
1971-03-02,DTB3,3.36,0.0001333333333333333
1971-03-03,DTB3,3.34,0.00013253968253968253
1971-03-04,DTB3,3.34,0.00013253968253968253
1971-03-05,DTB3,3.33,0.00013214285714285715
1971-03-08,DTB3,3.32,0.00013174603174603174
1971-03-09,DTB3,3.32,0.00013174603174603174
1971-03-10,DTB3,3.3,0.00013095238095238096
1971-03-11,DTB3,3.22,0.00012777777777777776
1971-03-12,DTB3,3.24,0.0001285714285714286
1971-03-15,DTB3,3.3,0.00013095238095238096
1971-03-16,DTB3,3.34,0.00013253968253968253
1971-03-17,DTB3,3.52,0.0001396825396825397
1971-03-18,DTB3,3.45,0.0001369047619047619
1971-03-19,DTB3,3.35,0.00013293650793650793
1971-03-22,DTB3,3.3,0.00013095238095238096
1971-03-23,DTB3,3.36,0.0001333333333333333
1971-03-24,DTB3,3.39,0.00013452380952380953
1971-03-25,DTB3,3.39,0.00013452380952380953
1971-03-26,DTB3,3.43,0.00013611111111111113
1971-03-29,DTB3,3.48,0.00013809523809523808
1971-03-30,DTB3,3.6,0.00014285714285714287
1971-03-31,DTB3,3.64,0.00014444444444444446
1971-04-01,DTB3,3.65,0.00014484126984126984
1971-04-02,DTB3,3.67,0.00014563492063492063
1971-04-05,DTB3,3.69,0.00014642857142857144
1971-04-06,DTB3,3.73,0.000148015873015873
1971-04-07,DTB3,3.82,0.00015158730158730158
1971-04-08,DTB3,3.9,0.00015476190476190475
1971-04-09,DTB3,,
1971-04-12,DTB3,4.03,0.00015992063492063492
1971-04-13,DTB3,4.04,0.0001603174603174603
1971-04-14,DTB3,4.0,0.00015873015873015873
1971-04-15,DTB3,3.9,0.00015476190476190475
1971-04-16,DTB3,3.82,0.00015158730158730158
1971-04-19,DTB3,3.8,0.0001507936507936508
1971-04-20,DTB3,3.82,0.00015158730158730158
1971-04-21,DTB3,3.86,0.00015317460317460315
1971-04-22,DTB3,3.79,0.00015039682539682542
1971-04-23,DTB3,3.8,0.0001507936507936508
1971-04-26,DTB3,3.82,0.00015158730158730158
1971-04-27,DTB3,3.96,0.00015714285714285713
1971-04-28,DTB3,4.04,0.0001603174603174603
1971-04-29,DTB3,4.02,0.0001595238095238095
1971-04-30,DTB3,3.93,0.00015595238095238097
1971-05-03,DTB3,3.84,0.00015238095238095237
1971-05-04,DTB3,3.88,0.00015396825396825397
1971-05-05,DTB3,3.92,0.00015555555555555556
1971-05-06,DTB3,3.82,0.00015158730158730158
1971-05-07,DTB3,3.78,0.00015000000000000001
1971-05-10,DTB3,3.83,0.000151984126984127
1971-05-11,DTB3,3.86,0.00015317460317460315
1971-05-12,DTB3,3.94,0.00015634920634920635
1971-05-13,DTB3,4.06,0.0001611111111111111
1971-05-14,DTB3,4.12,0.0001634920634920635
1971-05-17,DTB3,4.3,0.0001706349206349206
1971-05-18,DTB3,4.43,0.00017579365079365078
1971-05-19,DTB3,4.38,0.0001738095238095238
1971-05-20,DTB3,4.37,0.00017341269841269843
1971-05-21,DTB3,4.38,0.0001738095238095238
1971-05-24,DTB3,4.41,0.000175
1971-05-25,DTB3,4.45,0.0001765873015873016
1971-05-26,DTB3,4.4,0.00017460317460317462
1971-05-27,DTB3,4.35,0.00017261904761904762
1971-05-28,DTB3,4.34,0.00017222222222222224
1971-05-31,DTB3,,
1971-06-01,DTB3,4.36,0.00017301587301587302
1971-06-02,DTB3,4.26,0.00016904761904761904
1971-06-03,DTB3,4.24,0.00016825396825396826
1971-06-04,DTB3,4.32,0.00017142857142857143
1971-06-07,DTB3,4.44,0.0001761904761904762
1971-06-08,DTB3,4.56,0.00018095238095238093
1971-06-09,DTB3,4.6,0.00018253968253968252
1971-06-10,DTB3,4.62,0.00018333333333333334
1971-06-11,DTB3,4.71,0.0001869047619047619
1971-06-14,DTB3,4.93,0.00019563492063492062
1971-06-15,DTB3,5.02,0.0001992063492063492
1971-06-16,DTB3,4.97,0.0001972222222222222
1971-06-17,DTB3,4.9,0.00019444444444444446
1971-06-18,DTB3,4.93,0.00019563492063492062
1971-06-21,DTB3,4.89,0.00019404761904761905
1971-06-22,DTB3,4.96,0.00019682539682539682
1971-06-23,DTB3,4.82,0.00019126984126984127
1971-06-24,DTB3,4.8,0.00019047619047619048
1971-06-25,DTB3,4.88,0.00019365079365079365
1971-06-28,DTB3,4.96,0.00019682539682539682
1971-06-29,DTB3,5.19,0.00020595238095238096
1971-06-30,DTB3,5.22,0.00020714285714285713
1971-07-01,DTB3,5.21,0.00020674603174603175
1971-07-02,DTB3,5.36,0.0002126984126984127
1971-07-05,DTB3,,
1971-07-06,DTB3,5.48,0.00021746031746031747
1971-07-07,DTB3,5.42,0.00021507936507936506
1971-07-08,DTB3,5.41,0.00021468253968253968
1971-07-09,DTB3,5.36,0.0002126984126984127
1971-07-12,DTB3,5.32,0.00021111111111111113
1971-07-13,DTB3,5.33,0.00021150793650793651
1971-07-14,DTB3,5.35,0.0002123015873015873
1971-07-15,DTB3,5.39,0.00021388888888888887
1971-07-16,DTB3,5.5,0.00021825396825396825
1971-07-19,DTB3,5.53,0.00021944444444444444
1971-07-20,DTB3,5.5,0.00021825396825396825
1971-07-21,DTB3,5.44,0.0002158730158730159
1971-07-22,DTB3,5.34,0.0002119047619047619
1971-07-23,DTB3,5.47,0.00021706349206349206
1971-07-26,DTB3,5.46,0.00021666666666666668
1971-07-27,DTB3,5.46,0.00021666666666666668
1971-07-28,DTB3,5.43,0.00021547619047619047
1971-07-29,DTB3,5.34,0.0002119047619047619
1971-07-30,DTB3,5.31,0.0002107142857142857
1971-08-02,DTB3,5.24,0.00020793650793650794
1971-08-03,DTB3,5.32,0.00021111111111111113
1971-08-04,DTB3,5.33,0.00021150793650793651
1971-08-05,DTB3,5.3,0.00021031746031746032
1971-08-06,DTB3,5.28,0.0002095238095238095
1971-08-09,DTB3,5.32,0.00021111111111111113
1971-08-10,DTB3,5.37,0.00021309523809523808
1971-08-11,DTB3,5.22,0.00020714285714285713
1971-08-12,DTB3,5.21,0.00020674603174603175
1971-08-13,DTB3,5.15,0.0002043650793650794
1971-08-16,DTB3,4.83,0.00019166666666666667
1971-08-17,DTB3,4.77,0.00018928571428571426
1971-08-18,DTB3,4.78,0.0001896825396825397
1971-08-19,DTB3,4.54,0.00018015873015873017
1971-08-20,DTB3,4.65,0.00018452380952380955
1971-08-23,DTB3,4.75,0.0001884920634920635
1971-08-24,DTB3,4.6,0.00018253968253968252
1971-08-25,DTB3,4.73,0.0001876984126984127
1971-08-26,DTB3,4.68,0.0001857142857142857
1971-08-27,DTB3,4.63,0.00018373015873015874
1971-08-30,DTB3,4.44,0.0001761904761904762
1971-08-31,DTB3,4.44,0.0001761904761904762
1971-09-01,DTB3,4.5,0.00017857142857142857
1971-09-02,DTB3,4.53,0.00017976190476190476
1971-09-03,DTB3,4.54,0.00018015873015873017
1971-09-06,DTB3,,
1971-09-07,DTB3,4.58,0.00018174603174603174
1971-09-08,DTB3,4.6,0.00018253968253968252
1971-09-09,DTB3,4.65,0.00018452380952380955
1971-09-10,DTB3,4.68,0.0001857142857142857
1971-09-13,DTB3,4.76,0.00018888888888888888
1971-09-14,DTB3,4.87,0.00019325396825396824
1971-09-15,DTB3,4.85,0.00019246031746031743
1971-09-16,DTB3,4.82,0.00019126984126984127
1971-09-17,DTB3,4.72,0.0001873015873015873
1971-09-20,DTB3,4.72,0.0001873015873015873
1971-09-21,DTB3,4.78,0.0001896825396825397
1971-09-22,DTB3,4.77,0.00018928571428571426
1971-09-23,DTB3,4.75,0.0001884920634920635
1971-09-24,DTB3,4.73,0.0001876984126984127
1971-09-27,DTB3,4.72,0.0001873015873015873
1971-09-28,DTB3,4.67,0.0001853174603174603
1971-09-29,DTB3,4.67,0.0001853174603174603
1971-09-30,DTB3,4.6,0.00018253968253968252
1971-10-01,DTB3,4.55,0.00018055555555555555
1971-10-04,DTB3,4.46,0.00017698412698412697
1971-10-05,DTB3,4.57,0.00018134920634920636
1971-10-06,DTB3,4.54,0.00018015873015873017
1971-10-07,DTB3,4.56,0.00018095238095238093
1971-10-08,DTB3,4.53,0.00017976190476190476
1971-10-11,DTB3,,
1971-10-12,DTB3,4.46,0.00017698412698412697
1971-10-13,DTB3,4.44,0.0001761904761904762
1971-10-14,DTB3,4.43,0.00017579365079365078
1971-10-15,DTB3,4.44,0.0001761904761904762
1971-10-18,DTB3,4.45,0.0001765873015873016
