DATE,TICKER,open,close,high,low,Volume,VWAP,CPct_LChg
2004-05-07,TLT,81.48,81.32,81.5,81.1,582000,81.339,-1.319344815528028
2004-05-10,TLT,81.48,81.11,81.59,81.11,312200,81.36,-0.25857306778924677
2004-05-11,TLT,81.11,81.5,81.5,81.11,278900,81.341,0.4796762164563692
2004-05-12,TLT,81.44,80.95,81.44,80.95,890100,81.19,-0.6771340123172849
2004-05-13,TLT,80.89,80.65,80.9,80.51,547800,80.735,-0.3712875552426213
2004-05-14,TLT,80.97,81.27,81.39,80.76,1300500,81.034,0.7658140193895345
2004-05-17,TLT,81.84,82.06,82.07,81.68,641400,81.861,0.9673742248926748
2004-05-18,TLT,81.7,81.85,81.91,81.6,254000,81.775,-0.2562383196896159
2004-05-19,TLT,81.4,81.34,81.45,81.15,209200,81.319,-0.6250403338065331
2004-05-20,TLT,81.76,82.06,82.1,81.62,374400,81.947,0.8812786534961639
2004-05-21,TLT,82.37,81.73,82.38,81.59,515300,81.865,-0.40295554860016886
2004-05-24,TLT,81.86,82.0,82.06,81.68,110600,81.885,0.3298115736214656
2004-05-25,TLT,82.03,82.2,82.32,82.01,248700,82.196,0.2436054797881121
2004-05-26,TLT,82.4,82.68,82.73,82.36,334300,82.535,0.5822432751433229
2004-05-27,TLT,83.0,83.26,83.4,82.83,642700,83.081,0.6990506953261738
2004-05-28,TLT,83.02,83.0,83.32,82.75,259700,83.007,-0.3127633970231462
2004-06-01,TLT,82.4,82.02,82.4,81.71,255100,81.987,-1.1877487832684739
2004-06-02,TLT,82.02,81.78,82.08,81.77,126400,81.868,-0.2930405027416888
2004-06-03,TLT,81.8,82.0,82.05,81.61,179200,81.933,0.26865323277567904
2004-06-04,TLT,82.04,81.5,82.11,81.44,166200,81.795,-0.6116227017436094
2004-06-07,TLT,81.42,81.49,81.59,81.23,172700,81.371,-0.01227069146886441
2004-06-08,TLT,81.2,81.67,81.67,81.08,112900,81.363,0.22064240380559683
2004-06-09,TLT,81.45,81.32,81.52,81.0,225000,81.271,-0.42947486100385346
2004-06-10,TLT,81.36,81.48,381.28,81.15,98400,84.458,0.1965602598459349
2004-06-14,TLT,81.2,80.83,81.26,80.77,366400,81.051,-0.8009407612852154
2004-06-15,TLT,81.84,82.55,82.61,81.82,322000,82.279,2.105598662038408
